label,FEAT_USER_DEVICE_RISK_FREQ_001,FEAT_USER_DEVICE_RISK_AVG_002,FEAT_USER_DEVICE_RISK_STD_003,FEAT_TRANSACTION_PATTERN_SUM_001,FEAT_TRANSACTION_PATTERN_MAX_002,FEAT_TRANSACTION_PATTERN_RAT_003,FEAT_GEOLOCATION_ANOMALY_FREQ_001,FEAT_GEOLOCATION_ANOMALY_AVG_002,FEAT_GEOLOCATION_ANOMALY_STD_003,FEAT_ACCOUNT_BEHAVIOR_FREQ_001,FEAT_ACCOUNT_BEHAVIOR_SUM_002,FEAT_ACCOUNT_BEHAVIOR_RAT_003,FEAT_NETWORK_RELATION_FREQ_001,FEAT_NETWORK_RELATION_MAX_002,FEAT_NETWORK_RELATION_STD_003
0,-0.7421920939974367,0.5220407956379246,,158.38428406566555,4,0.06583394624116107,3,51.244578561792366,11.903507437422222,6,34.74141502269723,1.2965638107237647,1,0.6762399129681974,5.0
0,0.9243577571874341,0.5861726646654472,,21.760200250266497,5,-0.07477367942283289,1,97.17683805949787,,15,15.113417805801973,1.0227370239260312,2,3.5443465626013313,5.0
1,2.0346118741852557,1.7316654365309632,-1.3213640716452693,83.06109058614376,9,0.06913069300927593,9,75.94616862247237,,-3,43.32010733214389,1.1927982255481684,8,11.185123169575132,5.0
0,-0.28279574914757005,0.3825159468502206,,36.92506233534539,9,-0.0690081766600774,0,77.54426702065113,,9,18.185115466563566,1.0079060552813246,2,1.8142241140343995,5.0
0,-0.10618193062257626,0.2018443239631066,,8.132845268432783,7,-0.005303244441196505,3,66.37871219469609,,8,9.218154677879696,0.7304642723417216,2,6.733901182757007,5.0
1,2.223122018406166,1.7786868609866506,,54.841435434447845,5,-0.05375427685629494,8,90.34881326389217,4.493983810869194,6,28.02456044415473,1.2331344927561254,9,13.079707218283986,5.0
0,0.6168141996897798,1.1976921144220525,,37.583923399167276,4,0.0003157722738505586,3,73.54593195420667,8.580317529846685,6,10.210999363730208,1.26010870024867,4,2.353301863381803,5.0
0,-0.9997122286693814,0.5347692696750135,,25.908060215237704,5,-0.05672801739110117,5,25.836341087118143,6.138461112338167,5,22.35998167295078,1.117463679936406,5,0.5144886821537885,5.0
0,-1.0415876326212719,1.3655174494623894,,12.328223467287449,3,-0.022353824155447788,3,49.948228517075755,,11,32.42274012267323,1.4492706332049126,3,2.5628376396358528,5.0
0,1.10467921540253,0.2765451208085388,,10.489705707074675,4,-0.11756050083106775,4,40.434299631686876,6.917852431353425,12,24.60595904575503,0.8816845041701057,2,1.2536926390577583,5.0
0,-0.4123368722047306,0.02725123266302192,,22.778931579313085,6,0.04906595954139914,2,16.539081810874546,10.478207332986713,6,47.939174710223966,0.7111289809467023,4,6.213252262700514,5.0
1,0.5831579074031259,2.2712985358727664,,49.96907971418544,7,0.017528520864392504,6,22.237706474069753,14.915202603039214,10,60.20459370636556,1.791641325007792,4,8.674815124804402,5.0
0,0.44381270938310463,1.2577418533090041,-0.485396202914123,6.624420301589945,4,-0.16165321741041513,0,28.515678823270196,16.399211551729195,8,41.88806257341163,0.7498954109012146,1,0.5066701233486829,5.0
